0
77,44255726
150,9488878
216,8456523
271,9657466
313,854104
340,920892
352,5311549
349,0249108
331,6671038
302,5322088
264,3332592
220,2092186
173,4876192
127,4410182
85,05595612
48,83174867
20,62373329
1,541759782
-8,089911958
-8,710176703
-1,440003501
12,04879472
29,70263392
49,27804353
68,53990417
85,44954013
98,32749487
105,9783729
107,7686794
103,6528088
94,14686379
80,25442778
63,35240256
45,04822029
27,02189159
10,86729457
-2,053215323
-10,72833411
-14,58153517
-13,51246291
-7,893379231
1,477887241
13,46318167
26,69883244
39,7289211
51,14445144
59,71554892
64,50467347
64,9507451
60,91688086
52,6978605
40,98716474
26,80712707
11,40907464
-3,846988078
-17,62181507
-28,72339755
-36,21877615
-39,52090812
-38,44267032
-33,21314785
-24,4548557
-13,12414735
-0,420452775
12,32714778
23,785429
32,7429118
38,22441239
39,58356084
36,56462172
29,32776923
18,43533287
4,800131871
-10,39946878
-25,83004205
-40,12897081
-52,03405997
-60,50480276
-64,8238822
-64,66920937
-60,14942587
-51,79909881
-40,53351989
-27,56675478
-14,30003832
-2,190458293
7,388148447
13,27923968
14,65993434
11,12846606
2,753913683
-9,917333797
-25,90008838
-43,85149844
-62,18852181
-79,23199454
-93,36489404
-103,1907806
-107,677995
-106,2760523
-98,99274665
-86,42362383
-69,72941844
-50,5614819
-30,93975937
-13,09212785
0,732491728
8,462206903
8,394958128
-0,63044876
-19,10024613
-46,74106445
-82,49351882
-124,5482303
-170,4434827
-217,2186704
-261,6130277
-300,2952377
-330,1067243
-348,2999873
-352,7533754
-342,1452245
-316,0732074
-275,1088268
-220,7819128
-155,4953705
-82,37582715
