0
75,59294122
147,3371868
211,641887
265,4126728
306,2533807
332,6160653
343,8885499
340,4136414
323,4394452
295,0055259
257,7745512
214,8231375
169,4085627
124,7296073
83,69990311
48,75083047
21,678321
3,54414486
-5,362304115
-5,500671254
2,001354323
15,47826897
32,89404466
52,03163501
70,68845796
86,86159215
98,90774667
105,6655978
106,5315959
101,4845178
91,05851197
76,26876547
58,4978566
39,35400081
20,51451433
3,568736886
-10,12567917
-19,56073946
-24,16054254
-23,82176358
-18,90964461
-10,2109681
1,150698106
13,82892549
26,38650805
37,43326433
45,75682443
50,43451894
50,91639095
47,07212703
39,1980902
27,98432685
14,44507763
-0,180379429
-14,54707867
-27,3326729
-37,36273311
-43,72144725
-45,83754397
-43,53760665
-37,06198407
-27,04196792
-14,4404793
-0,461861747
13,56078691
26,29025256
36,51022544
43,23908099
45,82182774
43,99163032
37,89510705
28,07893233
15,43884112
1,135614209
-13,51430006
-27,16347954
-38,56200405
-46,67774114
-50,79712554
-50,5968142
-46,17919404
-38,06798405
-27,16381761
-14,66338826
-1,949158524
9,540545583
18,44926435
23,63524568
24,28690398
20,00976008
10,87611631
-2,568053151
-19,34073121
-38,10372402
-57,27858896
-75,18902719
-90,21750483
-100,9622596
-106,3804353
-105,9039233
-99,51653062
-87,78418222
-71,83375314
-53,2804933
-34,10848388
-16,51276756
-2,715357854
5,230062028
5,628533579
-2,686971887
-20,22251342
-46,73868771
-81,22337854
-121,9259532
-166,4521778
-211,9141524
-255,1249636
-292,8239121
-321,9154109
-339,7032167
-344,1016819
-333,8072137
-308,4159949
-268,4780336
-215,4824624
-151,7743023
-80,40822778
