0
72,88240456
142,1341015
204,3636277
256,6404405
296,6828234
322,9984375
334,9676021
332,8638034
317,8107456
291,680084
256,9384449
216,4560734
173,2921837
130,4736025
90,78348803
56,57577858
29,62868351
11,04717842
1,220392992
-0,16467826
5,943811668
18,0756496
34,38711364
52,83183684
71,33944341
87,98724899
101,1513546
109,6255982
112,6998558
110,1928366
102,4384698
90,2289068
74,72071457
57,31374465
39,51417548
22,79420679
8,460767309
-2,455582062
-9,282482074
-11,7521252
-10,00921645
-4,581124238
3,68585341
13,71726525
24,31924455
34,2947487
42,5564304
48,22584344
50,71017562
49,74995721
45,43399907
38,18091104
28,68965155
17,8643858
6,72122771
-3,713991116
-12,50707788
-18,906328
-22,41433939
-22,83414847
-20,28553061
-15,19016145
-8,227291835
-0,264374825
7,730557564
14,78625559
20,02592433
22,75575194
22,53569598
19,2255976
13,00201628
4,34394336
-6,011493802
-17,13935646
-28,0167504
-37,62378525
-45,04605009
-49,56874401
-50,75324499
-48,4884165
-43,01120665
-34,89389396
-24,9984253
-14,40139634
-4,296058131
4,119967879
9,761039653
11,76304641
9,575646448
3,027992461
-7,639066033
-21,77843373
-38,38067809
-56,15371442
-73,63225062
-89,30808956
-101,7702173
-109,8423614
-112,7055149
-109,9938309
-101,8542459
-88,96304152
-72,49607881
-54,05334547
-35,54242215
-19,02915352
-6,566888555
-0,017853221
-0,881332536
-10,1432502
-28,16042347
-54,59032322
-88,37376481
-127,773858
-170,4700799
-213,701864
-254,4519895
-289,6566481
-316,42665
-332,2630222
-335,250353
-324,2126746
-298,8193268
-259,6319346
-208,0880512
-146,4218361
-77,52696507
