0
77,64121052
151,3606562
217,4996365
272,9058824
315,1390883
342,6234561
354,7362753
351,826586
335,163432
306,8186721
269,4943376
226,3086965
180,5581873
135,4739842
93,99202919
58,55393735
30,9533717
12,23854885
2,676807037
1,782044729
8,400746119
20,84766834
37,07845013
54,88371493
72,08788811
86,73601724
97,25334712
102,5651091
102,1676894
96,14670972
85,14220964
70,26565557
52,97753746
34,93751247
17,84115382
3,258202782
-7,5132506
-13,563954
-14,45214424
-10,23738237
-1,467402915
10,879956
25,49368877
40,85598138
55,38604737
67,5880892
76,18983628
80,25912654
79,28812327
73,23779347
62,53894009
48,05004494
30,9760881
12,75601224
-5,07071058
-21,00612352
-33,73144272
-42,22779298
-45,86907643
-44,47859967
-38,34440057
-28,19197794
-15,11699526
-0,484157878
14,19847561
27,41826498
37,79717821
44,21869644
45,93084163
42,61589376
34,42037892
21,94251053
6,178128957
-11,57003602
-29,81160088
-47,00545649
-61,70192362
-72,67713187
-79,04725468
-80,35199277
-76,59943173
-68,26786485
-56,26406475
-41,84145956
-26,48536518
-11,77550968
0,761722718
9,797809337
14,32996656
13,78031495
8,0566966
-2,43115011
-16,80239512
-33,78100663
-51,81070098
-69,19926354
-84,27968818
-95,57378475
-101,9433477
-102,7147334
-97,76471536
-87,55862012
-73,13573651
-56,0415083
-38,21067757
-21,8099475
-9,052491143
-1,999414611
-2,364831775
-11,34137001
-29,4616638
-56,50878793
-91,48483203
-132,6422193
-177,5772976
-223,380596
-266,8333742
-304,6360899
-333,6515241
-351,1437735
-354,9942992
-343,8777194
-317,3829508
-276,0694128
-221,4529809
-155,921822
-82,58772107
