0
75,24178742
146,5899731
210,4155935
263,5989975
303,7361749
329,2914042
339,6851262
335,3110676
317,4821857
288,3105608
250,5314555
207,2859927
161,8799404
117,5376876
77,17055121
43,17705904
17,28997184
0,480767829
-7,072522242
-5,953476126
2,584023585
16,75729297
34,43341102
53,32899056
71,21395299
86,10221302
96,41371221
101,0950451
99,6897423
92,3537695
79,81658269
63,29273029
44,35312656
24,76838623
6,338746649
-9,274055992
-20,69809704
-26,97269014
-27,62975692
-22,72870139
-12,84258833
1,002214326
17,42666616
34,83020778
51,54011276
65,96526789
76,74040847
82,8478781
83,70616542
79,21758793
69,77125942
56,20155188
39,70627991
21,73243765
3,84018747
-12,44231464
-25,75993314
-35,05454751
-39,66079123
-39,36492627
-34,42163773
-25,52738382
-13,75289814
-0,441156342
12,91974411
24,83706696
33,95434723
39,17975379
39,7900678
35,50065171
26,4948721
13,41012712
-2,718414567
-20,55138745
-38,56770697
-55,20485713
-69,00420084
-78,74798225
-83,57535243
-83,06656466
-77,28729751
-66,7886276
-52,56217475
-35,95402387
-18,54482508
-2,006643131
12,05062254
22,22930398
27,47669563
27,18799571
21,26951004
10,15560698
-5,223015239
-23,51783104
-43,08158592
-62,11803752
-78,84942596
-91,68689282
-99,38847427
-101,190047
-96,89666176
-86,9248982
-72,29096272
-54,54387812
-35,64790046
-17,82282312
-3,354703965
5,607569223
7,252838184
0,288118488
-15,91705617
-41,235743
-74,74769843
-114,7673505
-158,9353247
-204,3679684
-247,8544425
-286,0868512
-315,9059071
-334,5430475
-339,8398633
-330,4272044
-305,8492739
-266,6221844
-214,2215048
-150,998856
-80,0331837
