0
78,05354267
152,0127384
218,0600942
272,9111647
314,0310472
339,7952538
349,5833899
343,7993092
323,81712
291,8581327
250,8091003
203,9965
154,9347882
107,068286
63,52650572
26,91129723
-0,868666265
-18,70460167
-26,32896428
-24,29020186
-13,86501511
3,082884104
24,28446582
47,271565
69,59005062
89,00240398
103,6635047
112,2561038
114,0762019
109,0630127
97,77299
81,30212072
61,16493616
39,14212666
17,11097601
-3,126105428
-19,99994671
-32,30644163
-39,30108216
-40,74900758
-36,92748155
-28,58199035
-16,84123754
-3,099838053
11,11981054
24,31340131
35,13485366
42,51803872
45,76935152
44,62325006
39,25640586
30,25997271
18,57332903
5,386137424
-7,981616652
-20,21004395
-30,10784397
-36,72680919
-39,45170592
-38,05728976
-32,72734685
-24,0342361
-12,88111163
-0,412489826
12,09822644
23,37351201
32,25687659
37,82648259
39,48636326
37,02646263
30,64562175
20,93509558
8,823884865
-4,509230773
-17,74890002
-29,57114057
-38,77401159
-44,39861963
-45,82880781
-42,85971257
-35,72813824
-25,10115291
-12,02314492
2,174549137
15,99377657
27,90887848
36,51259727
40,65511591
39,56308737
32,92703803
20,9481398
4,338826143
-15,72421621
-37,69186877
-59,77227744
-80,08787975
-96,84646622
-108,5113371
-113,9552531
-112,5838546
-104,4164769
-90,11565879
-70,96084713
-48,76650541
-25,74964135
-4,356263141
12,93992871
23,85054895
26,47970399
19,50778356
2,335762805
-24,82326286
-60,9145942
-104,0789318
-151,7549887
-200,8414861
-247,9073664
-289,4349347
-322,0776949
-342,9131148
-349,6706053
-340,9166225
-316,181899
-276,020135
-221,9927016
-156,5796031
-83,02266914
