0
78,26539951
152,8162693
220,1747306
277,3191676
321,871068
352,2358784
367,6881733
368,3956817
355,3813445
330,4272237
295,9283938
254,7085667
209,8118753
164,2867436
120,9780263
82,34257858
50,30124341
26,1370876
10,4458667
3,14046096
3,506753456
10,30446034
21,90308496
36,44071049
51,99194956
66,73112425
79,07764844
87,81252597
92,15767598
91,81319709
86,95138658
78,17002063
66,41076592
52,8513565
38,78211099
25,47834086
14,08014928
5,490072967
0,297090711
-1,267099193
0,663300476
5,614262659
12,82918783
21,35108332
30,1213231
38,08534092
44,2952093
47,99957485
48,71279345
46,25719895
40,77504535
32,70954128
22,75728225
11,7970175
0,801829077
-9,256739907
-17,50341691
-23,24380548
-26,03091439
-25,70742559
-22,4198427
-16,6033331
-8,938842991
-0,286672051
8,397097982
16,15332182
22,11280159
25,58070833
26,10433535
23,51766496
17,95840401
9,85573174
-0,110232027
-11,07354614
-22,06610587
-32,11198288
-40,32350422
-45,98986656
-48,64968068
-48,14025164
-44,61850141
-38,55104739
-30,67382773
-21,92455211
-13,35388847
-6,023426145
-0,899880806
1,244417453
-0,084948276
-5,045395549
-13,42910291
-24,66933066
-37,88191588
-51,93931673
-65,57149238
-77,48524651
-86,49168203
-91,63030601
-92,27820638
-88,23363112
-79,76518357
-67,62056275
-52,99211139
-37,44011201
-22,77848463
-10,93096932
-3,768722067
-2,942255876
-9,721629652
-24,85861752
-48,48326836
-80,04487238
-118,3040636
-161,3788571
-206,8431595
-251,8720387
-293,4241546
-328,4485411
-354,100685
-367,9517504
-368,1749607
-353,6945836
-324,2855587
-280,6153807
-224,2241213
-157,443113
-83,25745737
