0
76,50745734
149,0616997
213,9747963
268,0696845
308,8878962
334,8442265
345,3172826
340,6698319
322,1982975
292,0161837
252,8812306
207,9802892
160,6889566
114,3246758
71,91217496
35,97879375
8,394549526
-9,732033734
-18,09594806
-17,17425042
-8,144877649
7,245873999
26,85492624
48,33797581
69,35244667
87,75113493
101,7510996
110,064848
111,9843712
107,4127836
96,84285669
81,28620693
62,16094588
41,14887629
20,03557347
0,547749063
-15,79790582
-27,82161757
-34,77286942
-36,38119953
-32,86231361
-24,88038933
-13,471298
0,065188742
14,29358665
27,77910683
39,21967372
47,5616431
52,08906324
52,47895572
48,81835415
41,5824285
31,57661061
19,84890051
7,581181869
-4,029823546
-13,89053218
-21,11623721
-25,11473139
-25,64012685
-22,81206831
-17,09884282
-9,266312303
-0,297819777
8,707050661
16,64499595
22,52187696
25,55500685
25,25488277
21,47832662
14,44768923
4,733972621
-6,794854831
-19,0557516
-30,85518634
-41,00664986
-48,44998103
-52,36106074
-52,24116054
-47,97697305
-39,86495083
-28,59681303
-15,20665578
-0,983701145
12,64198715
24,23081134
32,47014366
36,30342789
35,03964152
28,43236462
16,7201957
0,62355288
-18,70327523
-39,76194459
-60,83498966
-80,13577157
-95,97079086
-106,900224
-111,8822612
-110,3878001
-102,4742315
-88,81027004
-70,64779037
-49,74108202
-28,21848081
-8,415566158
7,317324894
16,81794599
18,30869067
10,57020757
-6,923134382
-33,91842647
-69,35872431
-111,4209343
-157,6160904
-204,9459558
-250,1052066
-289,7145628
-320,5674533
-339,8713828
-345,465238
-335,9953421
-311,0360302
-271,1446458
-217,8458323
-153,5454139
-81,37960481
