0
84,33475436
164,291792
235,7886305
295,3112396
340,1449571
368,5461345
379,8421859
374,4532983
353,8351425
320,3480109
277,0634149
227,5238543
175,4748597
124,5902413
78,2116304
39,12187265
9,368774868
-9,848618074
-18,2242597
-16,31857724
-5,46558331
12,37677876
34,81914829
59,25912957
83,10693094
103,9995926
119,9866215
129,6727262
132,3073409
127,8153888
116,7688462
100,3036895
79,99131855
57,67717534
35,30172743
14,72007323
-2,463912165
-15,03468285
-22,26207797
-23,9508538
-20,43961704
-12,55065968
-1,496544154
11,24696913
24,08924117
35,48024936
44,05881336
48,78003514
49,01056315
44,5834115
35,80788692
23,43434861
8,577671126
-7,392975519
-22,98740237
-36,73809499
-47,34084068
-53,77920051
-55,42132416
-52,08023349
-44,03212539
-31,99115091
-17,04315857
-0,544678753
16,00337176
31,09545986
43,36163691
51,69508666
55,35510012
54,03581763
47,89423235
37,5347098
23,95130479
8,433082319
-7,558884728
-22,5314801
-35,10345008
-44,13975542
-48,86363809
-48,93561322
-44,49155109
-36,13571986
-24,88878989
-12,09498257
0,70359736
11,91423164
20,04904656
23,87423628
22,53891573
15,67104762
3,430637226
-13,48591878
-33,89212345
-56,20553169
-78,5825618
-99,08288898
-115,8493675
-127,2876342
-132,2291144
-130,062147
-120,8183139
-105,2046131
-84,57658042
-60,85246677
-36,37369271
-13,72160257
4,495404422
15,86733079
18,4020081
10,719831
-7,793343219
-36,88927756
-75,42632919
-121,4090683
-172,0976412
-224,1802811
-273,9971059
-317,7989472
-352,0218054
-373,5558952
-379,9882833
-369,7998531
-342,5006175
-298,6920137
-240,0503683
-169,2317937
-89,70487268
