0
79,76767254
155,422493
223,1276875
279,5780764
322,2160776
349,3923525
360,4595761
355,793034
336,7374246
305,4849306
264,89486
218,2695244
169,1041906
120,8306506
76,57409724
38,94157063
9,857379945
-9,543128955
-18,95496742
-18,87887205
-10,53475653
4,277786645
23,35894371
44,31222685
64,75472718
82,51663806
95,81400266
103,381326
104,5544265
99,29835076
88,17995254
72,28943056
53,11933572
32,41295018
11,99623223
-6,391458219
-21,25295312
-31,46188363
-36,35371067
-35,77216406
-30,06818788
-20,05276807
-6,909087249
7,92704258
22,9068753
36,51539628
47,41143936
54,54858955
57,26618043
55,34259878
49,00667019
38,90679054
26,04133677
11,65738883
-2,872387575
-16,18295807
-27,04769695
-34,49453803
-37,89677626
-37,03023221
-32,09166994
-23,67698716
-12,72144309
-0,407711624
11,94947445
23,03115924
31,64239857
36,82877567
37,97016199
34,8427895
27,64363376
16,97460328
3,787773016
-10,70345411
-25,13915614
-38,14307959
-48,456081
-55,06027073
-57,28203358
-54,86392333
-47,99819268
-37,31818341
-23,84765583
-8,912037887
5,980833653
19,27995138
29,53778514
35,55083944
36,48090242
31,94525568
22,06669402
7,477661782
-10,72314501
-31,05908469
-51,80202456
-71,12656228
-87,27885372
-98,74521265
-104,4052474
-103,6552341
-96,48964045
-83,5320391
-66,01082549
-45,67982645
-24,68867165
-5,412281615
9,747381597
18,5713924
19,22838023
10,45605646
-8,296261038
-36,77734145
-73,90520895
-117,8042279
-165,9072672
-215,1167859
-262,0137675
-303,0993247
-335,0508558
-354,9731109
-360,6245643
-350,6011012
-324,4621047
-282,7883292
-227,166138
-160,0983518
-84,84764864
