0
74,97490897
146,2178933
210,2454781
264,0525966
305,3070191
332,4940059
345,0008356
343,1355557
328,0794116
301,777522
266,7770775
226,0262648
182,6499596
139,7197611
100,0360584
65,93852707
39,15887111
20,72598615
10,92932486
9,341469536
14,89615337
26,01360929
40,76151668
57,03724362
72,75574122
86,02742473
95,31165161
99,53384923
98,15772721
91,20803093
79,24360201
63,28473926
44,70264301
25,08176375
6,067916674
-10,78408686
-24,14985735
-33,04993515
-36,9299101
-35,69993041
-29,73111096
-19,81022745
-7,057761028
7,182481473
21,47157238
34,40950386
44,76277644
51,57405112
54,24419954
52,57974532
46,80194022
37,51726336
25,65265012
12,36193403
-1,087462092
-13,43684323
-23,55611257
-30,55007703
-33,84141763
-33,22278465
-28,87338281
-21,33872424
-11,47564536
-0,367895928
10,77967658
20,75835232
28,47312919
33,04959895
33,92001699
30,88038961
24,11307612
14,17259183
1,935711828
-11,4796955
-24,81973568
-36,81380597
-46,29710314
-52,32485634
-54,26746502
-51,87736703
-45,32096635
-35,17209379
-22,36697976
-8,124270875
6,163098799
19,05466576
29,19642884
35,44980592
37,00351309
33,45764535
24,87155293
11,77022471
-4,892456177
-23,81134593
-43,44257148
-62,14167241
-78,3155264
-90,57468627
-97,87236178
-99,6170904
-95,74811166
-86,76543864
-73,71037039
-58,09639845
-41,79477593
-26,8830689
-15,46844346
-9,499953133
-10,58544766
-19,82878839
-37,70179856
-63,96287943
-97,63067372
-137,0168345
-179,8172087
-223,2559559
-264,2726949
-299,7390671
-326,6884517
-342,5411817
-345,3076392
-333,7530439
-307,5105131
-267,132835
-214,0780629
-150,6291398
-79,75288173
