0
76,43323847
149,054137
214,3030308
269,1068251
311,0768071
338,6559092
351,2049209
349,0219168
333,2943585
305,9885217
269,685675
227,37842
182,2434776
137,4087458
95,73256207
59,61177513
30,83259698
10,47449999
-1,127044223
-4,358035458
-0,247505418
9,658538935
23,45885559
39,07987699
54,46394873
67,74707429
77,41167653
82,40240142
82,1964524
76,82404458
66,83894858
53,24337659
37,37528534
20,76921442
5,003795606
-8,450093464
-18,36695363
-23,87806013
-24,54721582
-20,40481669
-11,9380249
-0,038812522
14,08461651
29,02432256
43,30596872
55,52657488
64,48403892
69,28668865
69,43308161
64,85507759
55,92061419
43,39630719
28,37364416
12,16581506
-3,815162133
-18,18963973
-29,7377972
-37,51170204
-40,92178232
-39,78989548
-34,36425282
-25,29495165
-13,57246178
-0,434786421
12,74813451
24,60214393
33,87697447
39,56297229
40,98570057
37,86969444
30,36544338
19,03702525
4,811406168
-11,10607056
-27,34237212
-42,4835769
-55,20619726
-64,40095295
-69,2775365
-69,44057199
-64,92953062
-56,21860743
-44,17619558
-29,98729355
-15,04561408
-0,825019218
11,25807925
19,97873043
24,42139042
24,07060737
18,86556061
9,212718438
-4,04540174
-19,70342399
-36,30244866
-52,26631521
-66,05292639
-76,30712326
-82,00112652
-82,54931657
-77,88607016
-68,49835417
-55,40855831
-40,10731187
-24,44041519
-10,4581471
-0,238723754
4,299731425
1,582930889
-9,456000711
-29,2477571
-57,50502372
-93,19615016
-134,5785053
-179,2908848
-224,499482
-267,0874276
-303,874139
-331,8480077
-348,3945345
-351,5020371
-339,9285016
-313,3159469
-272,2425877
-218,2078171
-153,5502122
-81,303963
