0
73,91086249
144,1793214
207,3994653
260,6212111
301,5366488
328,6200951
341,2121044
339,541966
324,6878852
298,4787396
263,3456444
222,1352225
177,8991649
133,6761905
92,28276651
56,12791801
27,06525505
6,292153984
-5,697871198
-9,107863838
-4,777773325
5,920933306
21,22639276
39,15068846
57,65346835
74,81061985
88,96467317
98,84555344
103,6531245
103,0964104
97,38814181
87,19703446
73,5636488
57,78852796
41,3033344
25,53675988
11,78700139
1,111603323
-5,756424157
-8,459904181
-7,032975859
-1,880789785
6,273390202
16,46769483
27,59960161
38,53277286
48,20272043
55,71165392
60,40414448
61,91723788
60,20118226
55,50975956
48,36206223
39,48017874
29,70940701
19,92911429
10,96307774
3,498016921
-1,981909787
-5,238530776
-6,297110203
-5,436482322
-3,153196858
-0,103518125
2,970744453
5,325042641
6,295171965
5,372243493
2,261936035
-3,078069307
-10,42646751
-19,3140172
-29,06537177
-38,86331379
-47,82940762
-55,1133854
-59,98259212
-61,90263785
-60,60106745
-56,10730957
-48,76428495
-39,20965257
-28,3275175
-17,17425763
-6,88468509
1,433199372
6,805273917
8,490125026
6,060020064
-0,544258118
-10,99086108
-24,56999793
-40,24297245
-56,72410954
-72,58945272
-86,4034726
-96,85308295
-102,8772064
-103,7800825
-99,31749816
-89,74708544
-75,83663205
-58,82776036
-40,35608046
-22,33269352
-6,795394374
4,259205953
9,049405036
6,173786628
-5,245749213
-25,45594201
-54,00930907
-89,75331777
-130,8744534
-174,9957227
-219,3218285
-260,8223117
-296,4397152
-323,3075469
-338,9617111
-341,529244
-329,8796291
-303,7265944
-263,671891
-211,1868691
-148,5323436
-78,6219254
